depth;datetime;value
233.996;35287.478599537;4.6994
235.053;35287.4786226852;4.7001
236.009;35287.4786458333;4.7006
237.046;35287.4786805556;4.701
238.004;35287.4787037037;4.7014
238.999;35287.4787037037;4.7018
239.992;35287.4787268518;4.7021
241.007;35287.4787615741;4.7022
242.015;35287.4787847222;4.7024
243.011;35287.4788078704;4.7026
244.021;35287.4788194444;4.7031
244.971;35287.4788425926;4.7038
246.006;35287.4788657407;4.7042
246.851;35287.4788888889;4.7045
248.168;35287.4789236111;4.7054
249.012;35287.4789236111;4.7057
250.051;35287.4789467593;4.706
251.008;35287.4789699074;4.7065
252.009;35287.4790046296;4.7071
253.006;35287.4790277778;4.7074
254.062;35287.4790509259;4.7077
254.984;35287.4790625;4.708
256.095;35287.4790856481;4.7084
257.002;35287.4791087963;4.7088
258;35287.4791319444;4.7091
259.015;35287.4791435185;4.7093
260.005;35287.4791666667;4.7098
261.009;35287.4791898148;4.71
262;35287.479224537;4.7102
262.963;35287.4792476852;4.7103
263.99;35287.4792708333;4.7104
264.984;35287.4792939815;4.7106
265.992;35287.4793055556;4.7107
267.03;35287.4793287037;4.7109
267.916;35287.4793518518;4.7111
269.002;35287.479375;4.7113
270.024;35287.4793865741;4.7116
271;35287.4794097222;4.7118
271.997;35287.4794328704;4.712
273.003;35287.4794675926;4.7123
273.992;35287.4794907407;4.7129
275.03;35287.4795138889;4.7133
275.992;35287.479525463;4.7136
277.015;35287.4795486111;4.7139
277.995;35287.4795717593;4.7143
278.988;35287.4795949074;4.7147
279.998;35287.4796064815;4.7149
281.013;35287.4796296296;4.7152
282.009;35287.4796527778;4.7155
282.988;35287.4796875;4.7158
283.913;35287.4797106481;4.7159
284.99;35287.4797337963;4.7161
285.836;35287.4797337963;4.7163
286.986;35287.4797685185;4.717
287.868;35287.4797916667;4.7175
288.993;35287.4798148148;4.7177
289.964;35287.479837963;4.7179
290.997;35287.479849537;4.7182
291.974;35287.4798726852;4.7183
293.064;35287.4798958333;4.7185
294.005;35287.4799305556;4.7186
295.002;35287.4799537037;4.7187
296.044;35287.4799768518;4.7187
297.007;35287.4799768518;4.7189
298.003;35287.4800115741;4.7189
298.882;35287.4800347222;4.719
300.045;35287.4800578704;4.7192
300.912;35287.4800694444;4.7192
301.991;35287.4800925926;4.7194
302.989;35287.4801157407;4.7194
303.96;35287.4801388889;4.7195
304.988;35287.4801736111;4.7196
305.951;35287.4801736111;4.7197
307.009;35287.4801967593;4.7197
307.994;35287.4802199074;4.7199
308.986;35287.4802546296;4.72
310.034;35287.4802777778;4.7201
310.996;35287.4803009259;4.7203
311.987;35287.4803125;4.7204
313.036;35287.4803356481;4.7206
314.003;35287.4803587963;4.7207
315.073;35287.4803935185;4.7209
316.012;35287.4803935185;4.7212
317.007;35287.4804166667;4.7216
317.971;35287.4804398148;4.7217
318.994;35287.480474537;4.7218
319.994;35287.4804976852;4.7219
321.008;35287.4805208333;4.722
321.952;35287.4805439815;4.7221
323.024;35287.4805555556;4.7222
324.002;35287.4805787037;4.7223
325.03;35287.4806018519;4.7223
325.965;35287.480625;4.7224
327.016;35287.4806365741;4.7224
328.006;35287.4806597222;4.7225
329.017;35287.4806828704;4.7226
329.98;35287.4807175926;4.7226
331.097;35287.4807407407;4.7227
331.921;35287.4807407407;4.7227
332.99;35287.4807638889;4.7228
333.996;35287.4807986111;4.7229
335.01;35287.4808217593;4.7231
336.03;35287.4808449074;4.7233
336.995;35287.4808564815;4.7237
337.808;35287.4808796296;4.7242
338.985;35287.4809027778;4.7245
339.984;35287.4809259259;4.7247
341.006;35287.4809375;4.7247
342.002;35287.4809606482;4.7248
342.992;35287.4809837963;4.7249
344.034;35287.4810185185;4.7251
344.949;35287.4810416667;4.7252
346.076;35287.4810648148;4.7254
347.008;35287.4810648148;4.7256
348.02;35287.481099537;4.7259
349.007;35287.4811226852;4.7262
350.003;35287.4811458333;4.7265
351.017;35287.4811689815;4.7267
351.998;35287.4811805556;4.7269
353.017;35287.4812037037;4.7271
353.993;35287.4812268519;4.7274
354.966;35287.48125;4.7275
356.132;35287.4812847222;4.7277
356.945;35287.4812847222;4.7277
358.004;35287.4813078704;4.7279
359.015;35287.4813425926;4.7281
360.016;35287.4813657407;4.7286
360.987;35287.4813888889;4.7289
361.989;35287.481400463;4.7291
